,ICD11_Code,Ayurveda_NAMC_CODE,Siddha_NAMC_CODE,Unani_NUMC_CODE,ICD11_Title
22097,XA6DH7,SM55 (O-18),MEC1.2,F-104,Lymphatic vessel of the rectum
22098,XA2XZ6,SM91 (EL-2.15),MEC1.2,M-27,Lymphatic vessel of the reproductive organs
22099,XA1UA0,SK60 (HF-11),MEC1.2,HB,Lymphatic vessel of the testes
22100,XA6324,SM01 (ED-13),XAA1.1,M-27,Lymphatic vessel of the ureter
22101,XA6HM6,SN0A (O-25),XAA1.1,M-27,Lymphatic vessel of the urethra
22102,XA7JY4,SM8A (EF-2.3.4),MEC1.2,M-27,Lymphatic vessel of the urinary organ
22103,XA5755,SM91 (EL-2.15),MEC1.2,I-52,Lymphatic vessel of the uterine tube
22104,XA9PA3,SM91 (EL-2.15),MEC1.2,I-52,Lymphatic vessel of the uterus
22105,XA1ZK1,SM91 (EL-2.15),GHA1.2,M-27,Lymphatic vessel of the vagina
22106,XA0GB7,EI-3.3.1,MEC1.2,M-27,Lymphatic vessel of the seminal vesicles
22107,XA0Z86,SM01 (ED-13),CAA1.4,M-27,Lymphatic system of the lower extremity
22108,XA6UC7,SR52 (EE-1),BBB1.1,M-27,Anterior tibial lymphatic trunk
22109,,SL41(EA-3),DDB1.4,D-3.2,Respiratory system
22110,XA8Z63,SL41(EA-3),DDB1.4,D-10,Upper respiratory tract
22111,XA43C9,SK92 (I-17),SBD1.2,L-15.21,Nasal cavity
22112,XA53X2,SL21(AAC-31),SBD1.2,C-41,Nasal vestibule
22113,XA8D47,SK98 (I-11),SBD1.2,C-37,Nasal septum
22114,XA8817,SK95 (I-1),SBD1.2,CB,Nasal turbinate
22115,XA7WQ4,ST-3.2,SBD1.2,L-15.21,Nasal cartilage
22116,XA4CN5,SK94 (I-16),SBD1.2,C-39.2,Nasal mucosa
22117,XA6YH7,SK92 (I-17),SBD1.2,C-39,"Connective, subcutaneous and other soft tissues of nasal cavity"
22118,XA3HQ4,SK98 (I-11),SBD1.2,L-15.21,nasal arch vein
22119,XA3523,SK97 (I-4),SBD1.2,C-40,Accessory sinuses
22120,XA1R64,EB-5.1,SBD1.2,C-40,Maxillary sinus
22121,XA58F6,SK97 (I-4),HAC1.1,C-40,Ethmoid sinus
22122,XA91G8,SK97 (I-4),HAC1.1,C-40,Frontal sinus
22123,XA4U67,PE-6.7,HAC1.1,C-40,Sphenoid sinus
22124,XA9AZ1,SH-4.11,NAB1.3,C-109,Nasopharynx
22125,XA0659,SK98 (I-11),SBC2.3,C-109,Superior wall of nasopharynx
22126,XA21P9,SM70(EB-10.15),SBC2.3,C-109,Anterior wall of nasopharynx
22127,XA4BR4,SM70(EB-10.15),BGB1.5,C-109,Posterior wall of nasopharynx
22128,XA5AS8,VG-4.2,GHC1.4,M-16.14,Adenoid
22129,XA7PX5,SM70(EB-10.15),SBC2.3,C-109,Lateral wall of nasopharynx
22130,XA7W35,SM1C  (GD-5),SBA6.2,C-99,Pharyngeal recess
22131,XA9P89,SL21(AAC-31),DCB1.1,C-125,Retropharyngeal recess
22132,XA6QY3,SM1C  (GD-5),DCD1.1,C-126,Parapharyngeal recess
22133,XA2RH5,SL21(AAC-31),DCB1.1,C-104,Larynx
22134,XA1PB3,SL08 (GF-17),DCB1.1,C-104,Supraglottic larynx
22135,XA9ZY9,ED-13.1,YB1,KA,Epiglottis
22136,XA4DV7,SM00 (GF-14),BQC1.1,B-85,Anterior surface of epiglottis
22137,XA8U54,SN4N (O-36),BQC1.1,M-15.7,Posterior surface of epiglottis
22138,XA9907,VG-4.2,SBC2.3,O-460,Aryepiglottic fold
22139,XA8N50,SL21(AAC-31),DCB1.1,C-105,Laryngeal aspect of aryepiglottic fold
22140,XA7AE7,SN-5,YB1,JA,Glottis
22141,XA3299,SL03(EA-5),DCD1.1,C-129,Vocal cord
22142,XA25B1,SL21(AAC-31),DCB1.1,C-104,Subglottic larynx
22143,XA0NK8,SL08 (GF-17),DCB1.1,C-104,Laryngeal cartilage
22144,XA0AF3,SM00 (GF-14),YB8,C-11,Arytenoid cartilage
22145,XA7S05,LA-1.3,SBA5.1,C-11,Cricoid cartilage
22146,XA2383,EI-2.7.5,YB1,C-99,Cricoarytenoid articulation
22147,XA73G2,LA-2.7,SBA5.1,BK,Cricothyroid articulation
22148,XA7SZ3,ST-3.2,SBB6.3,M-16.8,Cuneiform cartilage
22149,XA2716,LA-1.5,SAH1.1,M-48,Thyroid cartilage
22150,XA07R2,SL40(EA-4.5),DDB1.4,D-10,Lower respiratory tract
22151,XA26H1,SP42(AAB-61),DBA1.3,DA,Trachea
22152,XA7SG3,SP42(AAB-61),SBC1.1,DA,Cervical trachea
22153,XA4RN3,LD-2.7,SBC2.1,DA,Thoracic trachea
22154,XA57M6,SL42(EA-4),YC4,DB,Lung
22155,XA9TC5,SL41(EA-3),YC4,D-36,Main bronchus
22156,XA3L52,SL41(EA-3),SBC2.3,D-36,Right main bronchus
22157,XA5FV2,SL40(EA-4.5),SBC2.3,D-36,Left main bronchus
22158,XA4JA0,O-46.4,RFA1.3,O-159,Carina
22159,XA7EZ3,SL42(EA-4),YC4,DB,Right lung
22160,XA29Y4,SL42(EA-4),DAA1.1,D-6.3,Hilum of right lung
22161,XA8Z30,SL41(EA-3),SBC2.3,D-14.2,Right upper lobe bronchus
22162,XA41Z3,SL40(EA-4.5),SBC2.3,D-14.2,Right lower lobe bronchus
22163,XA1QM3,SL41(EA-3),SBC2.3,D-36,Right middle lobe bronchus
22164,XA2UD3,SL42(EA-4),SBC2.1,D-3.19,Left lung
22165,XA6VA2,SL42(EA-4),DAA1.1,D-6.3,Hilum of left lung
22166,XA6F58,SL41(EA-3),SBC2.3,D-36,Left upper lobe bronchus
22167,XA4565,SL41(EA-3),TNA1.3,O-573,Lingula of lung
22168,XA2XH5,SL40(EA-4.5),SBC2.3,D-36,Left lower lobe bronchus
22169,XA90M2,SL42(EA-4),YC4,D-14.2,Lobe of lung
22170,XA9HN5,SL42(EA-4),SBC2.3,D-14.2,Upper lobe of lung
22171,XA1N36,SL42(EA-4),TNA1.3,D-14.2,Middle lobe of lung
22172,XA7L34,SL40(EA-4.5),TNA1.3,D-14.2,Lower lobe of lung
22173,XA37W0,SL41(EA-3),SBC2.3,D-36,"Upper lobe, bronchus"
22174,XA1K94,SL41(EA-3),SBC2.3,D-36,"Middle lobe, bronchus"
22175,XA8JM5,SL41(EA-3),SBC2.3,D-6,"Lower lobe, bronchus"
22176,XA2PV7,SL42(EA-4),BUB1.6,D-27,Connective and other soft tissues of lung
22177,XA61M6,SL41(EA-3),YC4,D-33,Bronchus
22178,XA8Z62,BI-10,LBA1.1,DB,Lung parenchyma
22179,XA5772,LA-1.2,KBA1.1,D-35,Alveoli
22180,XA4646,SL42(EA-4),TNA1.3,E-38.4,Pulmonary vasculature
22181,XA8FY4,SM53 (EE-3),TNA1.3,E-38.4,Pulmonary vein
22182,XA1WN5,SL42(EA-4),TNA1.3,E-38.4,Left pulmonary vein
22183,XA9941,SK60 (HF-11),LBA1.1,E-38.4,Left superior pulmonary vein
22184,XA8TW3,SL71 (K-12),TNA1.3,E-38.4,Left inferior pulmonary vein
22185,XA86L0,SL42(EA-4),TNA1.3,E-38.4,Right pulmonary vein
22186,XA05T2,SK60 (HF-11),TNA1.3,E-38.4,Right superior pulmonary vein
22187,XA41F3,SL42(EA-4),TNA1.3,E-38.4,Right inferior pulmonary vein
22188,XA4530,SM53 (EE-3),TNA1.3,E-38.4,Accesory right pulmonary vein
22189,XA1SF4,SK60 (HF-11),TNA1.3,O-460,Common left sided trunk of pulmonary veins
22190,XA0F36,LD-2.7,DBC1.3,D-12,Pulmonary capillaries
22191,XA5TT2,SL81(ED-7),SAC1.3,D-22,Pleura
22192,XA1B59,EK-4.11,SAC1.3,D-22,Visceral pleura
22193,XA7RC6,ED-16.5,SBC3.2,D-22,Parietal pleura
22194,XA4U64,SL42(EA-4),YC4,D-12,Artery of lung
22195,XA2AT1,SK60 (HF-11),YD4,E-47.6,Efferent arteriole of the interlobular artery
22196,XA6WT9,SP20(AAC-19),YD4,E-44,Interlobar artery
22197,XA2S57,SK89 (JA-6),SBB1.2,E-44,Interlobular artery
22198,XA3713,SL42(EA-4),TNA1.3,DB,Pulmonary trunk
22199,XA5437,SL41(EA-3),YC4,D-33,Bronchioles
22200,,SS11(DB-2),TDB1.7,O-9.4,Digestive system
22201,XA8182,SM15(ABB-27),YB2,CC,Mouth
22202,XA5TW5,SL21(AAC-31),HBA1.4,F-28,Vestibule of mouth
22203,XA9072,SM1L (GA-3),HCC1.1,CF,Labial mucosa of upper lip
22204,XA72W2,SM1K  (GA-2),HCC1.1,CF,Labial mucosa of lower lip
22205,XA8WB3,SS2A (RD-9),YB2,F-22,Buccal mucosa
22206,XA0S17,SM50 (AAB-35),RPB1.2,M-39.8,Retromolar region
22207,XA44M8,SG-3.15,NEA1.3,O-417,Labial sulcus
22208,XA2151,SG-3.15,BBB1.1,O-417,Superior labial sulcus
22209,XA52Q7,SG-3.15,YB7,O-417,Inferior labial sulcus
22210,XA6A73,EB-8.10,RFB1.1,F-38.4,Buccal sulcus
22211,XA6WJ3,EB-8.10,TIB1.2,O-13.4,Superolateral buccal sulcus
22212,XA5MG3,EA-3.5,TIB1.2,O-417,Inferolateral buccal sulcus
22213,XA54T3,SM1A (GC-1),UBA1.9,CH,Gingivae
22214,XA6743,EB-5.1,UBA1.9,C-95,Upper gingiva
22215,XA2C94,SM18 (GE-1),YB2,C-39.1,Upper alveolar mucosa
22216,XA7DA0,SM18 (GE-1),BGB1.5,C-39.1,Upper alveolar ridge mucosa
22217,XA9303,SM1J (GC-3),UBA1.9,C-95,Lower gingiva
22218,XA96F2,SM18 (GE-1),BGB1.5,C-39.1,Lower alveolar mucosa
22219,XA8C21,SM1J (GC-3),BGB1.5,C-25.1,Lower alveolar ridge mucosa
22220,XA3SP9,SK97 (I-4),YB2,C-39.1,Alveolar mucosa
22221,XA6CZ2,SM1J (GC-3),UBA1.2,C-82,Teeth
22222,XA4GG3,SR49(BE-2),SAA1.3,C-82,Permanent dentition
22223,XA5306,SL00 (GF-15),SBA6.2,C-93,Upper right 3rd molar
22224,XA0BR9,SK9A (GF-2),SBA6.2,C-93,Upper right 2nd molar
22225,XA0TL3,SL00 (GF-15),SBA6.2,C-93,Upper right 1st molar
22226,XA45K9,SK89 (JA-6),SBA1.5.1,A-36.39,Upper right 2nd bicuspid
22227,XA64J5,SM70(EB-10.15),HBA1.4,A-36.39,Upper right 1st bicuspid
22228,XA0LE1,SM70(EB-10.15),SBA5.1,C-97.2,Upper right canine
22229,XA3QH3,SM50 (AAB-35),SBA6.2,C-37,Upper right  lateral incisor
22230,XA43X2,SM50 (AAB-35),SBA6.2,C-37,Upper right central incisor
22231,XA8328,SL00 (GF-15),SBA6.2,C-93,Upper left 3rd molar
22232,XA1YK1,SK9A (GF-2),SBA6.2,C-93,Upper left 2nd molar
22233,XA2GW7,SK9A (GF-2),SBA6.2,C-93,Upper left 1st molar
22234,XA5Z15,SM70(EB-10.15),SBA1.5.2,D-17.8,Upper left 2nd bicuspid
22235,XA3EF6,SM70(EB-10.15),SBA1.5.2,A-32,Upper left 1st bicuspid
22236,XA2LF2,SM70(EB-10.15),SBA6.1,L-16.6,Upper left canine
22237,XA0MG2,SM50 (AAB-35),SBA6.2,C-37,Upper left  lateral incisor
22238,XA9P69,SM50 (AAB-35),SBC2.3,C-37,Upper left central incisor
22239,XA8YF6,SL00 (GF-15),SBA6.2,C-93,Lower right 3rd molar
22240,XA5CA4,SL00 (GF-15),SBA6.2,C-93,Lower right 2nd molar
22241,XA5M57,SL00 (GF-15),SBA6.2,C-93,Lower right 1st molar
22242,XA26X2,SM70(EB-10.15),SBA1.5.1,E-34,Lower right 2nd bicuspid
22243,XA47C4,SM70(EB-10.15),HBA1.4,E-34,Lower right 1st bicuspid
22244,XA95A1,SM70(EB-10.15),SBB1.3,L-2,Lower right canine
22245,XA8660,SM50 (AAB-35),SBA6.2,C-37,Lower right  lateral incisor
22246,XA5NT8,SM50 (AAB-35),BGB1.9,C-37,Lower right central incisor
22247,XA0XB1,SL00 (GF-15),SBA6.2,C-93,Lower left 3rd molar
22248,XA8YV5,SL00 (GF-15),SBA6.2,C-93,Lower left 2nd molar
22249,XA6R23,SL00 (GF-15),SBA6.2,C-93,Lower left 1st molar
22250,XA80S2,SM70(EB-10.15),SBA1.5.1,E-34,Lower left 2nd bicuspid
22251,XA1SQ7,SM70(EB-10.15),HBA1.4,E-34,Lower left 1st bicuspid
22252,XA8P88,SM70(EB-10.15),SBB1.3,L-2,Lower left canine
22253,XA4B13,SM50 (AAB-35),SBA6.2,C-37,Lower left  lateral incisor
22254,XA7B54,SM50 (AAB-35),BGB1.9,C-37,Lower left central incisor
22255,XA7675,SM1J (GC-3),UBA1.2,CG,Deciduous dentition
22256,XA2GE5,SM1F (GC-5),SBA6.2,M-16.11,"Upper right 2nd molar, deciduous"
22257,XA7ZT9,SM1F (GC-5),SBA6.2,M-16.11,"Upper right 1st molar, deciduous"
22258,XA06P0,SM70(EB-10.15),SBC2.3,C-37,"Upper right canine, deciduous"
22259,XA2XZ5,SM1J (GC-3),SBC2.3,C-37,"Upper right  lateral incisor, deciduous"
22260,XA3BG3,SM1F (GC-5),SBC2.3,C-37,"Upper right central incisor, deciduous"
22261,XA2BD4,SM1F (GC-5),SBA6.2,M-16.11,"Upper left 2nd molar, deciduous"
22262,XA85K7,SM1F (GC-5),SBA6.2,M-16.11,"Upper left 1st molar, deciduous"
22263,XA98V8,SM70(EB-10.15),SBC2.3,M-40,"Upper left canine, deciduous"
22264,XA9QP7,VG-4,SBC2.3,C-37,"Upper left lateral incisor, deciduous"
22265,XA4ZQ5,SM1F (GC-5),SBC2.3,C-37,"Upper left central incisor, deciduous"
22266,XA6F50,SR49(BE-2),SBA6.2,M-16.11,"Lower right 2nd molar, deciduous"
22267,XA36B2,SM1J (GC-3),SBA6.2,M-16.11,"Lower right 1st molar, deciduous"
22268,XA8KQ7,SM90 (EL-2.9),SBC2.3,C-37,"Lower right canine, deciduous"
22269,XA1W31,SM1J (GC-3),SBC2.3,C-37,"Lower right  lateral incisor, deciduous"
22270,XA6TB6,SM1J (GC-3),SBC2.3,C-37,"Lower right central incisor, deciduous"
22271,XA8NE2,SM1F (GC-5),SBA6.2,M-16.11,"Lower left 2nd molar, deciduous"
22272,XA55D8,SM1F (GC-5),SBA6.2,M-16.11,"Lower left 1st molar, deciduous"
22273,XA8QV7,SM70(EB-10.15),SBC2.3,M-40,"Lower left canine, deciduous"
22274,XA8MH6,SM1J (GC-3),SBC2.3,C-37,"Lower left  lateral incisor, deciduous"
22275,XA2RW5,SM1F (GC-5),SBC2.3,C-37,"Lower left central incisor, deciduous"
22276,XA1PT3,SM1G (GC-7),SBA6.2,M-16.11,Parts of tooth
22277,XA5B71,SM14 (GB-7),YC3,C-92,Pulp
22278,XA6FX3,SM11 (GC-10),UAA1.10,C-82,Dentin
22279,XA5R09,SM1G (GC-7),UAA1.6,C-83,Enamel
22280,XA4KC7,VC-9,EAA1.5,O-161,Cementum
22281,XA2CA1,SM50 (AAB-35),BUB1.6,M-16.1,Periapical tissue
22282,XA2US1,SM1G (GC-7),UBA1.7,C-83,Surfaces of the teeth
22283,XA5ML5,SM1J (GC-3),SBA6.2,M-16.11,Distal surface of tooth
22284,XA4UP2,SM1G (GC-7),UBA1.7,M-16.11,Labial surface of tooth
22285,XA6DE2,SM1F (GC-5),UBA1.7,C-83,Buccal surface of tooth
22286,XA3W20,SM1F (GC-5),UBA1.7,M-16.11,Incisal surface of tooth
22287,XA8M68,SM1F (GC-5),UBA1.7,CG,Lingual surface of tooth
22288,XA5Z48,SM1F (GC-5),UBA1.7,CG,Mesial surface of tooth
22289,XA5DM8,SM1F (GC-5),UBA1.7,M-16.11,Occlusal surface of tooth
22290,XA3HD5,SM1F (GC-5),UBA1.7,M-16.11,Proximal surface of tooth
22291,XA1WN1,SM12 (MD-2),YB2,C-83,Oral cavity
22292,XA7ZA6,SM17 (GE-4),KBC1.2,CE,Palate
22293,XA4527,SM17 (GE-4),DAA1.2,CE,Hard palate
22294,XA8HL5,SM17 (GE-4),BCA1.1,CE,Soft palate
22295,XA2993,SM18 (GE-1),ABB1.7,CJ,Uvula
22296,XA00H5,SM10(ABB-9),YB2,CE,Palatal mucosa
22297,XA1T19,SM1N(AAB-74),HDB1.1,CD,Tongue
22298,XA8Q87,SM1C  (GD-5),HDB1.1,CD,Body of tongue
22299,XA65E9,SM1C  (GD-5),QAB1.1,Q-37,Midline of tongue
22300,XA8SX3,SM1C  (GD-5),Z#8,CD,Junctional zone of tongue
22301,XA25G3,SM1C  (GD-5),HDB1.1,CD,Base of tongue
22302,XA2B11,SM1C  (GD-5),HDB1.1,CD,Posterior of tongue
22303,XA1V27,SM1C  (GD-5),HDB1.1,CD,Dorsal surface of tongue
22304,XA8YB9,SM1C  (GD-5),HDB1.1,CD,Dorsal surface of body of tongue
22305,XA0HQ3,SM1C  (GD-5),HDB1.1,CD,Dorsal surface of base of tongue
22306,XA9RP1,SM1C  (GD-5),HDB1.1,CD,Other and unspecified parts of tongue
22307,XA8FK4,SM1C  (GD-5),HDB1.1,C-45,Ventral surface of tongue
22308,XA9YA2,SQ41 (EM-2.3),MDC1.3,C-56,Lingual frenulum
22309,XA4DB6,SM1C  (GD-5),HDB1.1,CD,Border of tongue
22310,XA49C6,SM1C  (GD-5),PCD1.7,CD,Lateral margin of tongue
22311,XA1WZ8,SM1C  (GD-5),HDB1.1,CD,Tip of tongue
22312,XA8EY7,SM1C  (GD-5),YB2,CC,Floor of mouth
22313,XA69M6,SG-3.15,NAC1.1,O-417,Alveololingual sulcus
22314,XA8CF9,SM10(ABB-9),YB2,CC,Mucosa of floor of mouth
22315,XA29D3,SL06 (GE-3),Z11,C-107,Tonsillar region
22316,XA9A13,U-17,YB11,B-12.1.2,Glossopalatine arch
22317,XA2JB0,SL06 (GE-3),Z11,C-107,Anterior tonsillar pillar
22318,XA46Z4,SL06 (GE-3),Z11,C-107,Tonsillar fossa
22319,XA3021,VD-5,SBB6.5,L-15.37,Pharyngopalatine arch
22320,XA0X58,SL08 (GF-17),Z11,C-107,Posterior tonsillar pillar
22321,XA15G1,VD-5,SBB6.3,C-99,Palatine arch
22322,XA6NQ7,ED-3.8,YB2,CC,Oral mucosa
22323,XA2KN0,SM1C  (GD-5),YB2,CC,Other and unspecified parts of mouth
22324,XA5T23,SL08 (GF-17),HCC1.2,C-74,Salivary gland apparatus
22325,XA07S5,SS-3.1,NAB1.16,C-20.3,Parotid gland
22326,XA9Q61,SL08 (GF-17),SBD1.2,M-16.16,Submandibular gland
22327,XA0CS1,SL08 (GF-17),SBA6.1,M-16.16,Left submandibular gland
22328,XA8GQ5,SL08 (GF-17),SBA6.1,M-16.16,Right submandibular gland
22329,XA7GY0,SL08 (GF-17),SBD1.2,M-16.16,Submandibular gland duct
22330,XA51Q9,SL08 (GF-17),PAA1.1,C-74,Sublingual gland
22331,XA30Q1,SM16 (MD-6),DCC1.3,C-74,Minor salivary gland
22332,XA5CM1,SK-2,YB2,C-74,Salivary duct
22333,XA44X8,SK68 (HA-1),BUB1.6,C-20.4,Parotid gland duct
22334,XA1J93,SL08 (GF-17),PAD1,O-22.1.2.3,Sublingual gland duct
22335,XA93V5,SL01 (GF-7),SBA6.2,C-98,Pharynx
22336,XA4J67,SL08 (GF-17),DCB1.1,C-104,Oropharynx
22337,XA8RX5,SM1C  (GD-5),HBA1.4,C-126,Lateral wall of oropharynx
22338,XA8659,SM1C  (GD-5),BGB1.5,C-99,Posterior wall of oropharynx
22339,XA88V4,SM87 (EJ-4),YC2,B-27.3,Vallecula
22340,XA60Q5,VG-4.2,SBC2.3,O-159,Branchial cleft
22341,XA2J67,PB-6,WAB1.14,A-29.2,Hypopharynx
22342,XA3MZ0,SM3G (EI-6.8),SBA5.4,O-22.1.2.2,Piriform recess
22343,XA4NZ9,SM54 (MD-7),YB1,J-11,Postcricoid region
22344,XA0XK1,SG-3.10,DDB1.4,O-22.1.3.3,Hypopharyngeal wall
22345,XA9607,SM36(EB-7),ECB1.1,F-92.2,Gastrointestinal tract
22346,XA0828,SM19 (GE-2),Z39,FA,Oesophagus
22347,XA1180,SM19 (GE-2),SBC2.3,FA,Upper third of oesophagus
22348,XA2BY3,SM19 (GE-2),SBC2.3,FA,Middle third of oesophagus
22349,XA9CB6,SM19 (GE-2),Z$37,FA,Lower third of oesophagus
22350,XA0N03,SM19 (GE-2),SBC1.1,FA,Cervical oesophagus
22351,XA8JT3,SM19 (GE-2),SBC2.1,FA,Thoracic oesophagus
22352,XA0TN5,SM3C(EB-3.9),EBA1.3,FA,Abdominal oesophagus
22353,XA4YW8,SM19 (GE-2),SBC2.3,FA,Overlapping sites of oesophagus
22354,XA7SR6,SL42(EA-4),Z$24,E-26,Cardioesophageal junction
22355,XA7MC7,SM3C(EB-3.9),EBA1.3,FB,Stomach
22356,XA2828,SM3J(EB-6.2),TJA1.2,F-48,Gastric cardia
22357,XA7UE1,SM3J(EB-6.2),TJA1.2,O-401,Gastric corpus
22358,XA56K7,SM52 (ED-16),YB1,F-48,Gastric fundus
22359,XA6P89,SM3J(EB-6.2),TJA1.2,F-24,Gastric pylorus
22360,XA4EC5,AB-1,SBB6.5,F-6,Pyloric antrum
22361,XA7WQ5,SM52 (ED-16),EGA1.1,F-7.1,Greater curvature of stomach
22362,XA4ML9,SR80(CB-2),EGA1.1,O-22.1.4.2,Lesser curvature of stomach
22363,XA6452,SM37(EB-2),MEA1.1,FE,Small intestine
22364,XA9780,SM36(EB-7),MEA1.1,M-39.1,Duodenum
22365,XA8UM1,EA-3.8,NAA1.16,BC,Jejunum
22366,XA0QT6,SM56(ED-9.7.1),MEA1.1,F-92.10,Ileum
22367,XA1B13,SM32 (EK-4),MEA1.1,FE,Large intestine
22368,XA6J68,SM55 (O-18),YC2,F-65,Caecum
22369,XA03U9,SM72(EB-9.4),EEB1.1,F-92,Colon
22370,XA3AL5,SM72(EB-9.4),SAE1.2,F-83.15,Ascending colon
22371,XA95L3,SM37(EB-2),SAE1.2,F-83.6,Hepatic flexure of colon
22372,XA49U1,SM3G (EI-6.8),SAE1.2,F-83.18,Transverse colon
22373,XA1PY9,SM56(ED-9.7.1),SAE1.2,F-83.12,Splenic flexure of colon
22374,XA2G13,SM37(EB-2),SAE1.2,O-148,Descending colon
22375,XA8YJ9,SM38(EB-9),SAE1.2,F-98,Sigmoid colon
22376,XA33J5,SM55 (O-18),RAA1.1,F-104,Rectosigmoid junction
22377,XA7177,SM37(EB-2),SAE1.2,F-83.12,Descending colon and splenic flexure of colon
22378,XA25P9,SM37(EB-2),SAE1.2,F-83.13,Ascending colon and right flexure of colon
22379,XA4KU2,SM55 (O-18),RAA1.1,F-104,Rectum
22380,XA0D34,SH-3.3,RPA1.4,FF,Anus
22381,XA39S6,SM50 (AAB-35),RPA1.1,FF,Anal Canal
22382,XA8QB7,SR16(ABA-1),GFD1.1,O-146,Cloacogenic zone
22383,XA28R6,SR81 (CB-1),MEA1.1,F-22,"Upper gastrointestinal tract, not elsewhere classified"
22384,XA8PW4,SM3G (EI-6.8),MEA1.1,F-92.10,Appendix
22385,XA0W19,SM8A (EF-2.3.4),XAA1.1,O-339,Hepatobiliary system
22386,XA5DY0,SM42 (EK-4.6),BGB1.3,FC,Liver
22387,XA5766,SM42 (EK-4.6),BGB1.3,FC,Left lobe of liver
22388,XA2KG6,SM42 (EK-4.6),BGB1.3,FC,Right lobe of liver
22389,XA3278,SM42 (EK-4.6),BGB1.3,F-56,Caudate lobe of liver
22390,XA13D3,SM42 (EK-4.6),BGB1.3,O-339,Quadrate lobe of liver
22391,XA0KT3,SM35(EB-11),XAA1.1,F-83.11,Biliary tract
22392,XA4415,SM42 (EK-4.6),BGB1.3,O-152,Hepatic bile ducts
22393,XA89K4,SM42 (EK-4.6),SBC4.1,F-92.11,Left hepatic duct
22394,XA6M95,SM3G (EI-6.8),BGB1.3,F-92.11,Right hepatic duct
22395,XA96K1,SM42 (EK-4.6),BGB1.3,F-92.11,Common hepatic duct
22396,XA0077,SM1C  (GD-5),DAC1.2,O-22.1.2.3,Cystic duct
22397,XA8KL9,SM3D(EB-10.10),MEA1.1,O-156,Gallbladder
22398,XA6R80,SM42 (EK-4.6),EIB1.4,O-14,Common bile duct
22399,XA6WA8,NB-3.1,EAC1.3,F-103,Sphincter of Oddi
22400,XA7QA8,SM55 (O-18),SAC1.8,O-22.1.3.1,Ampulla of Vater
22401,XA9HM5,SM42 (EK-4.6),BGB1.3,O-14,Extrahepatic bile duct
22402,XA3QC5,K-15.1,TLB1.1,F-111,Pancreas
22403,XA1412,SK90 (I-15),TLB1.1,AA,Head of pancreas
22404,XA8LA4,SL08 (GF-17),SBB6.4,M-16.16,Neck of pancreas
22405,XA6ZE4,SM3C(EB-3.9),MEA1.1,O-476,Body of pancreas
22406,XA0CX6,K-15.1,TLB1.1,O-151,Tail of pancreas
22407,XA1XL7,SM3G (EI-6.8),MEA1.1,O-22.1.2.3,Pancreatic duct
22408,XA8WC8,VC-3,NBC1.8,O-22.1.2.3,Duct of Santorini
22409,XA3789,LD-2.7,HAA1.2,O-22.1.2.3,Duct of Wirsung
22410,XA0KZ0,SM50 (AAB-35),RPA1.1,M-42,Peritoneum
22411,XA6S21,SM3G (EI-6.8),MEA1.1,M-42,Retroperitoneum
22412,XA43V8,VD-6,KBA1.5,A-19.1,Mesentery
22413,XA6DF7,EK-4.10.1,TMC1.1,A-14.2,Omentum
22414,XA46W1,GGGGGQ,YF34,C-69,Mesoappendix
22415,XA4QM7,GGGGGQ,SBC3.3,C-69,Mesocolon
22416,XA5PF4,SM50 (AAB-35),RPA1.1,M-42,Pelvic peritoneum
22417,,SN49(ED-4.4),YF37,O-546,Integumentary system
22418,XA0364,SN4B(ED-4.3.1),BTA1.1,JA,Skin
22419,XA3JN1,SS-3.1,BUB1.5,JA,Epidermis
22420,XA5P21,SK6V (HE-2),BQC1.1,B-3.2,Stratum corneum
22421,XA3G02,VD-1,BTA1.1,O-161,Stratum lucidum
22422,XA4W90,SK6T (HD-10),EAA1.5,O-137,Stratum granulosum
22423,XA8AM6,ACC-1,SBC4.1,O-160,Stratum spinosum
22424,XA9QS1,VD-1,BTA1.1,O-159,Stratum basale
22425,XA8JE9,SP70 (EE-4.4),BUB1.6,M-1.1,Epidermal basement membrane
22426,XA8113,SW-6,BUB1.5,M-15.7,Epidermal appendages
22427,XA0XC8,AB-3,BUB1.7,JD,Hair follicle
22428,XA2MW3,SN90 (O-39),BUB1.7,J-25,Hair bulb
22429,XA6666,SL08 (GF-17),BMB1.1,M-16.16,Sebaceous gland
22430,XA7487,SN44(ABB-2),RQC1.3,O-175,Apocrine sweat gland
22431,XA6DT2,SN90 (O-39),BUB1.7,J-25,Hair shaft
22432,XA8T72,SN71 (FA-3),BUB1.7,J-24,Hair
22433,XA5Y68,SN70 (O-7),BLA1.1,JD,Scalp hair
22434,XA78D2,SN90 (O-39),NBB1.4,J-25,Eyebrow hairs
22435,XA1RK2,SK6Q (HC-2),NBA1.1,BH,Eyelashes
22436,XA9N28,SN90 (O-39),BUB1.7,J-25,Beard hair
22437,XA1WH2,SR4A(BE-1),BUB1.7,J-24,Body hair
22438,XA12U4,SN71 (FA-3),BUB1.7,J-25,Pubic hair
22439,XA4S72,SN4S (O-19),YB6,J-39,Nail apparatus
22440,XA4KT3,O-19.3,BDB1.1,JE,Nail matrix
22441,XA5LM0,VC-7,BJA1.1,O-160,Germinal matrix
22442,XA0060,SN12 (EL-2.12),YF41,O-392,Sterile matrix
